,country,year,sex,age,suicides_no,population
565,Anguilla,2003,female,25-34 years,0.0,
566,Anguilla,2003,female,35-54 years,0.0,
567,Anguilla,2003,female,5-14 years,0.0,
568,Anguilla,2003,female,55-74 years,0.0,
569,Anguilla,2003,female,75+ years,0.0,
570,Anguilla,2003,male,15-24 years,0.0,
571,Anguilla,2003,male,25-34 years,0.0,
572,Anguilla,2003,male,35-54 years,0.0,
573,Anguilla,2003,male,5-14 years,0.0,
574,Anguilla,2003,male,55-74 years,0.0,
575,Anguilla,2003,male,75+ years,0.0,
576,Anguilla,2004,female,15-24 years,0.0,
577,Anguilla,2004,female,25-34 years,0.0,
578,Anguilla,2004,female,35-54 years,0.0,
579,Anguilla,2004,female,5-14 years,0.0,
580,Anguilla,2004,female,55-74 years,0.0,
581,Anguilla,2004,female,75+ years,0.0,
582,Anguilla,2004,male,15-24 years,0.0,
583,Anguilla,2004,male,25-34 years,0.0,
584,Anguilla,2004,male,35-54 years,0.0,
585,Anguilla,2004,male,5-14 years,0.0,
586,Anguilla,2004,male,55-74 years,0.0,
587,Anguilla,2004,male,75+ years,0.0,
588,Anguilla,2005,female,15-24 years,0.0,
589,Anguilla,2005,female,25-34 years,0.0,
590,Anguilla,2005,female,35-54 years,0.0,
591,Anguilla,2005,female,5-14 years,0.0,
592,Anguilla,2005,female,55-74 years,0.0,
593,Anguilla,2005,female,75+ years,0.0,
594,Anguilla,2005,male,15-24 years,0.0,
595,Anguilla,2005,male,25-34 years,0.0,
596,Anguilla,2005,male,35-54 years,0.0,
597,Anguilla,2005,male,5-14 years,0.0,
598,Anguilla,2005,male,55-74 years,0.0,
599,Anguilla,2005,male,75+ years,0.0,
600,Anguilla,2006,female,15-24 years,0.0,
601,Anguilla,2006,female,25-34 years,0.0,
602,Anguilla,2006,female,35-54 years,0.0,
603,Anguilla,2006,female,5-14 years,0.0,
604,Anguilla,2006,female,55-74 years,0.0,
605,Anguilla,2006,female,75+ years,0.0,
606,Anguilla,2006,male,15-24 years,0.0,
607,Anguilla,2006,male,25-34 years,0.0,
608,Anguilla,2006,male,35-54 years,0.0,
609,Anguilla,2006,male,5-14 years,0.0,
610,Anguilla,2006,male,55-74 years,0.0,
611,Anguilla,2006,male,75+ years,0.0,
612,Anguilla,2008,female,15-24 years,0.0,
613,Anguilla,2008,female,25-34 years,0.0,
614,Anguilla,2008,female,35-54 years,0.0,
615,Anguilla,2008,female,5-14 years,0.0,
616,Anguilla,2008,female,55-74 years,0.0,
617,Anguilla,2008,female,75+ years,0.0,
618,Anguilla,2008,male,15-24 years,0.0,
619,Anguilla,2008,male,25-34 years,0.0,
620,Anguilla,2008,male,35-54 years,0.0,
621,Anguilla,2008,male,5-14 years,0.0,
622,Anguilla,2008,male,55-74 years,0.0,
623,Anguilla,2008,male,75+ years,0.0,
624,Anguilla,2009,female,15-24 years,0.0,
625,Anguilla,2009,female,25-34 years,0.0,
626,Anguilla,2009,female,35-54 years,0.0,
627,Anguilla,2009,female,5-14 years,0.0,
628,Anguilla,2009,female,55-74 years,0.0,
629,Anguilla,2009,female,75+ years,0.0,
630,Anguilla,2009,male,15-24 years,0.0,
631,Anguilla,2009,male,25-34 years,0.0,
632,Anguilla,2009,male,35-54 years,0.0,
633,Anguilla,2009,male,5-14 years,0.0,
634,Anguilla,2009,male,55-74 years,0.0,
635,Anguilla,2009,male,75+ years,0.0,
636,Anguilla,2010,female,15-24 years,0.0,
637,Anguilla,2010,female,25-34 years,0.0,
638,Anguilla,2010,female,35-54 years,0.0,
639,Anguilla,2010,female,5-14 years,0.0,
640,Anguilla,2010,female,55-74 years,0.0,
641,Anguilla,2010,female,75+ years,0.0,
642,Anguilla,2010,male,15-24 years,0.0,
643,Anguilla,2010,male,25-34 years,0.0,
644,Anguilla,2010,male,35-54 years,0.0,
645,Anguilla,2010,male,5-14 years,0.0,
646,Anguilla,2010,male,55-74 years,0.0,
647,Anguilla,2010,male,75+ years,0.0,
648,Anguilla,2011,female,15-24 years,0.0,
649,Anguilla,2011,female,25-34 years,0.0,
650,Anguilla,2011,female,35-54 years,0.0,
651,Anguilla,2011,female,5-14 years,0.0,
652,Anguilla,2011,female,55-74 years,0.0,
653,Anguilla,2011,female,75+ years,0.0,
654,Anguilla,2011,male,15-24 years,0.0,
655,Anguilla,2011,male,25-34 years,0.0,
656,Anguilla,2011,male,35-54 years,0.0,
657,Anguilla,2011,male,5-14 years,0.0,
658,Anguilla,2011,male,55-74 years,1.0,
659,Anguilla,2011,male,75+ years,0.0,
660,Anguilla,2012,female,15-24 years,0.0,
661,Anguilla,2012,female,25-34 years,0.0,
662,Anguilla,2012,female,35-54 years,0.0,
663,Anguilla,2012,female,5-14 years,0.0,
664,Anguilla,2012,female,55-74 years,0.0,
665,Anguilla,2012,female,75+ years,0.0,
666,Anguilla,2012,male,15-24 years,0.0,
667,Anguilla,2012,male,25-34 years,0.0,
668,Anguilla,2012,male,35-54 years,0.0,
669,Anguilla,2012,male,5-14 years,0.0,
670,Anguilla,2012,male,55-74 years,0.0,
671,Anguilla,2012,male,75+ years,0.0,
672,Anguilla,2013,female,15-24 years,0.0,
673,Anguilla,2013,female,25-34 years,0.0,
674,Anguilla,2013,female,35-54 years,0.0,
675,Anguilla,2013,female,5-14 years,0.0,
676,Anguilla,2013,female,55-74 years,0.0,
677,Anguilla,2013,female,75+ years,0.0,
678,Anguilla,2013,male,15-24 years,0.0,
679,Anguilla,2013,male,25-34 years,0.0,
680,Anguilla,2013,male,35-54 years,0.0,
681,Anguilla,2013,male,5-14 years,0.0,
682,Anguilla,2013,male,55-74 years,0.0,
683,Anguilla,2013,male,75+ years,0.0,
684,Anguilla,2014,female,15-24 years,0.0,
685,Anguilla,2014,female,25-34 years,0.0,
686,Anguilla,2014,female,35-54 years,0.0,
687,Anguilla,2014,female,5-14 years,0.0,
688,Anguilla,2014,female,55-74 years,0.0,
689,Anguilla,2014,female,75+ years,0.0,
690,Anguilla,2014,male,15-24 years,0.0,
691,Anguilla,2014,male,25-34 years,0.0,
692,Anguilla,2014,male,35-54 years,0.0,
693,Anguilla,2014,male,5-14 years,0.0,
694,Anguilla,2014,male,55-74 years,0.0,
695,Anguilla,2014,male,75+ years,0.0,
696,Anguilla,2015,female,15-24 years,0.0,
697,Anguilla,2015,female,25-34 years,0.0,
698,Anguilla,2015,female,35-54 years,0.0,
699,Anguilla,2015,female,5-14 years,0.0,
700,Anguilla,2015,female,55-74 years,0.0,
701,Anguilla,2015,female,75+ years,0.0,
702,Anguilla,2015,male,15-24 years,0.0,
703,Anguilla,2015,male,25-34 years,0.0,
704,Anguilla,2015,male,35-54 years,0.0,
705,Anguilla,2015,male,5-14 years,0.0,
706,Anguilla,2015,male,55-74 years,0.0,
707,Anguilla,2015,male,75+ years,0.0,
708,Anguilla,2016,female,15-24 years,0.0,
709,Anguilla,2016,female,25-34 years,0.0,
710,Anguilla,2016,female,35-54 years,0.0,
711,Anguilla,2016,female,5-14 years,0.0,
712,Anguilla,2016,female,55-74 years,0.0,
713,Anguilla,2016,female,75+ years,0.0,
714,Anguilla,2016,male,15-24 years,0.0,
715,Anguilla,2016,male,25-34 years,0.0,
716,Anguilla,2016,male,35-54 years,0.0,
717,Anguilla,2016,male,5-14 years,0.0,
718,Anguilla,2016,male,55-74 years,0.0,
719,Anguilla,2016,male,75+ years,0.0,
720,Antigua and Barbuda,1983,female,15-24 years,0.0,7882.0
721,Antigua and Barbuda,1983,female,25-34 years,0.0,6341.0
722,Antigua and Barbuda,1983,female,35-54 years,0.0,6284.0
723,Antigua and Barbuda,1983,female,5-14 years,0.0,8119.0
724,Antigua and Barbuda,1983,female,55-74 years,0.0,3729.0
725,Antigua and Barbuda,1983,female,75+ years,0.0,904.0
726,Antigua and Barbuda,1983,male,15-24 years,0.0,7932.0
727,Antigua and Barbuda,1983,male,25-34 years,0.0,6317.0
728,Antigua and Barbuda,1983,male,35-54 years,0.0,5929.0
729,Antigua and Barbuda,1983,male,5-14 years,0.0,8165.0
730,Antigua and Barbuda,1983,male,55-74 years,0.0,2700.0
731,Antigua and Barbuda,1983,male,75+ years,0.0,389.0
732,Antigua and Barbuda,1985,female,15-24 years,0.0,7709.0
733,Antigua and Barbuda,1985,female,25-34 years,0.0,6344.0
734,Antigua and Barbuda,1985,female,35-54 years,0.0,6173.0
735,Antigua and Barbuda,1985,female,5-14 years,0.0,7339.0
736,Antigua and Barbuda,1985,female,55-74 years,0.0,3778.0
737,Antigua and Barbuda,1985,female,75+ years,0.0,949.0
738,Antigua and Barbuda,1985,male,15-24 years,0.0,7667.0
739,Antigua and Barbuda,1985,male,25-34 years,0.0,6194.0
740,Antigua and Barbuda,1985,male,35-54 years,0.0,5970.0
741,Antigua and Barbuda,1985,male,5-14 years,0.0,7304.0
742,Antigua and Barbuda,1985,male,55-74 years,0.0,2723.0
743,Antigua and Barbuda,1985,male,75+ years,0.0,424.0
744,Antigua and Barbuda,1986,female,15-24 years,0.0,7668.0
745,Antigua and Barbuda,1986,female,25-34 years,0.0,6209.0
746,Antigua and Barbuda,1986,female,35-54 years,0.0,6101.0
747,Antigua and Barbuda,1986,female,5-14 years,0.0,6907.0
748,Antigua and Barbuda,1986,female,55-74 years,0.0,3764.0
749,Antigua and Barbuda,1986,female,75+ years,0.0,1014.0
750,Antigua and Barbuda,1986,male,15-24 years,0.0,7563.0
751,Antigua and Barbuda,1986,male,25-34 years,0.0,6023.0
752,Antigua and Barbuda,1986,male,35-54 years,0.0,5947.0
753,Antigua and Barbuda,1986,male,5-14 years,0.0,6827.0
754,Antigua and Barbuda,1986,male,55-74 years,0.0,2771.0
755,Antigua and Barbuda,1986,male,75+ years,0.0,476.0
756,Antigua and Barbuda,1987,female,15-24 years,0.0,7583.0
757,Antigua and Barbuda,1987,female,25-34 years,0.0,6101.0
758,Antigua and Barbuda,1987,female,35-54 years,0.0,6059.0
759,Antigua and Barbuda,1987,female,5-14 years,0.0,6623.0
760,Antigua and Barbuda,1987,female,55-74 years,0.0,3738.0
761,Antigua and Barbuda,1987,female,75+ years,0.0,1081.0
762,Antigua and Barbuda,1987,male,15-24 years,0.0,7421.0
763,Antigua and Barbuda,1987,male,25-34 years,0.0,5893.0
764,Antigua and Barbuda,1987,male,35-54 years,0.0,5927.0
765,Antigua and Barbuda,1987,male,5-14 years,0.0,6499.0
766,Antigua and Barbuda,1987,male,55-74 years,0.0,2798.0
767,Antigua and Barbuda,1987,male,75+ years,0.0,538.0
768,Antigua and Barbuda,1988,female,15-24 years,0.0,7413.0
769,Antigua and Barbuda,1988,female,25-34 years,0.0,6041.0
770,Antigua and Barbuda,1988,female,35-54 years,0.0,6021.0
771,Antigua and Barbuda,1988,female,5-14 years,0.0,6527.0
772,Antigua and Barbuda,1988,female,55-74 years,0.0,3708.0
773,Antigua and Barbuda,1988,female,75+ years,0.0,1141.0
774,Antigua and Barbuda,1988,male,15-24 years,0.0,7209.0
775,Antigua and Barbuda,1988,male,25-34 years,0.0,5826.0
776,Antigua and Barbuda,1988,male,35-54 years,0.0,5907.0
777,Antigua and Barbuda,1988,male,5-14 years,0.0,6355.0
778,Antigua and Barbuda,1988,male,55-74 years,0.0,2813.0
779,Antigua and Barbuda,1988,male,75+ years,0.0,603.0
780,Antigua and Barbuda,1989,female,15-24 years,0.0,7152.0
781,Antigua and Barbuda,1989,female,25-34 years,0.0,6059.0
782,Antigua and Barbuda,1989,female,35-54 years,0.0,5969.0
783,Antigua and Barbuda,1989,female,5-14 years,0.0,6621.0
784,Antigua and Barbuda,1989,female,55-74 years,0.0,3696.0
785,Antigua and Barbuda,1989,female,75+ years,0.0,1195.0
786,Antigua and Barbuda,1989,male,15-24 years,0.0,6927.0
787,Antigua and Barbuda,1989,male,25-34 years,0.0,5835.0
788,Antigua and Barbuda,1989,male,35-54 years,0.0,5862.0
789,Antigua and Barbuda,1989,male,5-14 years,0.0,6403.0
790,Antigua and Barbuda,1989,male,55-74 years,0.0,2843.0
791,Antigua and Barbuda,1989,male,75+ years,0.0,676.0
792,Antigua and Barbuda,1990,female,15-24 years,0.0,6827.0
793,Antigua and Barbuda,1990,female,25-34 years,0.0,6172.0
794,Antigua and Barbuda,1990,female,35-54 years,0.0,5895.0
795,Antigua and Barbuda,1990,female,5-14 years,0.0,6877.0
796,Antigua and Barbuda,1990,female,55-74 years,0.0,3706.0
797,Antigua and Barbuda,1990,female,75+ years,0.0,1252.0
798,Antigua and Barbuda,1990,male,15-24 years,0.0,6598.0
799,Antigua and Barbuda,1990,male,25-34 years,0.0,5937.0
800,Antigua and Barbuda,1990,male,35-54 years,1.0,5799.0
801,Antigua and Barbuda,1990,male,5-14 years,0.0,6611.0
802,Antigua and Barbuda,1990,male,55-74 years,0.0,2902.0
803,Antigua and Barbuda,1990,male,75+ years,0.0,758.0
804,Antigua and Barbuda,1991,female,15-24 years,0.0,6595.0
805,Antigua and Barbuda,1991,female,25-34 years,0.0,6396.0
806,Antigua and Barbuda,1991,female,35-54 years,0.0,6198.0
807,Antigua and Barbuda,1991,female,5-14 years,0.0,7089.0
808,Antigua and Barbuda,1991,female,55-74 years,0.0,3665.0
809,Antigua and Barbuda,1991,female,75+ years,0.0,1293.0
810,Antigua and Barbuda,1991,male,15-24 years,0.0,6401.0
811,Antigua and Barbuda,1991,male,25-34 years,0.0,6156.0
812,Antigua and Barbuda,1991,male,35-54 years,0.0,6122.0
813,Antigua and Barbuda,1991,male,5-14 years,0.0,6818.0
814,Antigua and Barbuda,1991,male,55-74 years,0.0,2857.0
815,Antigua and Barbuda,1991,male,75+ years,0.0,804.0
816,Antigua and Barbuda,1992,female,15-24 years,0.0,6369.0
817,Antigua and Barbuda,1992,female,25-34 years,0.0,6650.0
818,Antigua and Barbuda,1992,female,35-54 years,0.0,6534.0
819,Antigua and Barbuda,1992,female,5-14 years,0.0,7311.0
820,Antigua and Barbuda,1992,female,55-74 years,0.0,3648.0
821,Antigua and Barbuda,1992,female,75+ years,0.0,1339.0
822,Antigua and Barbuda,1992,male,15-24 years,0.0,6221.0
823,Antigua and Barbuda,1992,male,25-34 years,0.0,6409.0
824,Antigua and Barbuda,1992,male,35-54 years,0.0,6497.0
825,Antigua and Barbuda,1992,male,5-14 years,0.0,7059.0
826,Antigua and Barbuda,1992,male,55-74 years,0.0,2851.0
827,Antigua and Barbuda,1992,male,75+ years,0.0,853.0
828,Antigua and Barbuda,1993,female,15-24 years,0.0,6182.0
829,Antigua and Barbuda,1993,female,25-34 years,0.0,6914.0
830,Antigua and Barbuda,1993,female,35-54 years,0.0,6917.0
831,Antigua and Barbuda,1993,female,5-14 years,0.0,7529.0
832,Antigua and Barbuda,1993,female,55-74 years,0.0,3662.0
833,Antigua and Barbuda,1993,female,75+ years,0.0,1386.0
834,Antigua and Barbuda,1993,male,15-24 years,0.0,6069.0
835,Antigua and Barbuda,1993,male,25-34 years,1.0,6668.0
836,Antigua and Barbuda,1993,male,35-54 years,0.0,6915.0
837,Antigua and Barbuda,1993,male,5-14 years,0.0,7298.0
838,Antigua and Barbuda,1993,male,55-74 years,0.0,2879.0
839,Antigua and Barbuda,1993,male,75+ years,0.0,896.0
840,Antigua and Barbuda,1994,female,15-24 years,0.0,6083.0
841,Antigua and Barbuda,1994,female,25-34 years,0.0,7151.0
842,Antigua and Barbuda,1994,female,35-54 years,0.0,7357.0
843,Antigua and Barbuda,1994,female,5-14 years,0.0,7722.0
844,Antigua and Barbuda,1994,female,55-74 years,0.0,3715.0
845,Antigua and Barbuda,1994,female,75+ years,0.0,1437.0
846,Antigua and Barbuda,1994,male,15-24 years,0.0,5976.0
847,Antigua and Barbuda,1994,male,25-34 years,0.0,6886.0
848,Antigua and Barbuda,1994,male,35-54 years,0.0,7359.0
849,Antigua and Barbuda,1994,male,5-14 years,0.0,7494.0
850,Antigua and Barbuda,1994,male,55-74 years,0.0,2935.0
851,Antigua and Barbuda,1994,male,75+ years,0.0,929.0
852,Antigua and Barbuda,1995,female,15-24 years,0.0,6099.0
853,Antigua and Barbuda,1995,female,25-34 years,0.0,7333.0
854,Antigua and Barbuda,1995,female,35-54 years,0.0,7851.0
855,Antigua and Barbuda,1995,female,5-14 years,0.0,7885.0
856,Antigua and Barbuda,1995,female,55-74 years,0.0,3808.0
857,Antigua and Barbuda,1995,female,75+ years,0.0,1488.0
858,Antigua and Barbuda,1995,male,15-24 years,0.0,5953.0
859,Antigua and Barbuda,1995,male,25-34 years,0.0,7023.0
860,Antigua and Barbuda,1995,male,35-54 years,0.0,7809.0
861,Antigua and Barbuda,1995,male,5-14 years,0.0,7632.0
862,Antigua and Barbuda,1995,male,55-74 years,0.0,3021.0
863,Antigua and Barbuda,1995,male,75+ years,0.0,944.0
864,Antigua and Barbuda,1998,female,15-24 years,0.0,6529.0
865,Antigua and Barbuda,1998,female,25-34 years,0.0,8332.0
866,Antigua and Barbuda,1998,female,35-54 years,0.0,9615.0
867,Antigua and Barbuda,1998,female,5-14 years,0.0,8183.0
868,Antigua and Barbuda,1998,female,55-74 years,0.0,3921.0
869,Antigua and Barbuda,1998,female,75+ years,0.0,1476.0
870,Antigua and Barbuda,1998,male,15-24 years,0.0,5916.0
871,Antigua and Barbuda,1998,male,25-34 years,0.0,7294.0
872,Antigua and Barbuda,1998,male,35-54 years,0.0,9086.0
873,Antigua and Barbuda,1998,male,5-14 years,0.0,7706.0
874,Antigua and Barbuda,1998,male,55-74 years,0.0,3213.0
875,Antigua and Barbuda,1998,male,75+ years,0.0,954.0
876,Antigua and Barbuda,1999,female,15-24 years,0.0,6589.0
877,Antigua and Barbuda,1999,female,25-34 years,0.0,8526.0
878,Antigua and Barbuda,1999,female,35-54 years,0.0,10311.0
879,Antigua and Barbuda,1999,female,5-14 years,0.0,8314.0
880,Antigua and Barbuda,1999,female,55-74 years,0.0,3968.0
881,Antigua and Barbuda,1999,female,75+ years,0.0,1451.0
882,Antigua and Barbuda,1999,male,15-24 years,0.0,5845.0
883,Antigua and Barbuda,1999,male,25-34 years,0.0,7263.0
884,Antigua and Barbuda,1999,male,35-54 years,0.0,9537.0
885,Antigua and Barbuda,1999,male,5-14 years,0.0,7805.0
886,Antigua and Barbuda,1999,male,55-74 years,0.0,3276.0
887,Antigua and Barbuda,1999,male,75+ years,0.0,947.0
888,Antigua and Barbuda,2000,female,15-24 years,0.0,6616.0
889,Antigua and Barbuda,2000,female,25-34 years,0.0,8595.0
890,Antigua and Barbuda,2000,female,35-54 years,0.0,11040.0
891,Antigua and Barbuda,2000,female,5-14 years,0.0,8439.0
892,Antigua and Barbuda,2000,female,55-74 years,0.0,3986.0
893,Antigua and Barbuda,2000,female,75+ years,0.0,1413.0
894,Antigua and Barbuda,2000,male,15-24 years,0.0,5783.0
895,Antigua and Barbuda,2000,male,25-34 years,0.0,7177.0
896,Antigua and Barbuda,2000,male,35-54 years,1.0,10033.0
897,Antigua and Barbuda,2000,male,5-14 years,0.0,7973.0
898,Antigua and Barbuda,2000,male,55-74 years,1.0,3333.0
899,Antigua and Barbuda,2000,male,75+ years,0.0,938.0
900,Antigua and Barbuda,2001,female,15-24 years,0.0,6902.0
901,Antigua and Barbuda,2001,female,25-34 years,0.0,8425.0
902,Antigua and Barbuda,2001,female,35-54 years,0.0,11402.0
903,Antigua and Barbuda,2001,female,5-14 years,0.0,8428.0
904,Antigua and Barbuda,2001,female,55-74 years,0.0,4037.0
905,Antigua and Barbuda,2001,female,75+ years,0.0,1487.0
906,Antigua and Barbuda,2001,male,15-24 years,0.0,6084.0
907,Antigua and Barbuda,2001,male,25-34 years,0.0,7071.0
908,Antigua and Barbuda,2001,male,35-54 years,2.0,10281.0
909,Antigua and Barbuda,2001,male,5-14 years,0.0,7958.0
910,Antigua and Barbuda,2001,male,55-74 years,0.0,3442.0
911,Antigua and Barbuda,2001,male,75+ years,0.0,980.0
912,Antigua and Barbuda,2002,female,15-24 years,0.0,7196.0
913,Antigua and Barbuda,2002,female,25-34 years,0.0,8155.0
914,Antigua and Barbuda,2002,female,35-54 years,0.0,11760.0
915,Antigua and Barbuda,2002,female,5-14 years,0.0,8408.0
916,Antigua and Barbuda,2002,female,55-74 years,0.0,4050.0
917,Antigua and Barbuda,2002,female,75+ years,0.0,1547.0
918,Antigua and Barbuda,2002,male,15-24 years,0.0,6416.0
919,Antigua and Barbuda,2002,male,25-34 years,0.0,6921.0
920,Antigua and Barbuda,2002,male,35-54 years,0.0,10604.0
921,Antigua and Barbuda,2002,male,5-14 years,0.0,7980.0
922,Antigua and Barbuda,2002,male,55-74 years,0.0,3527.0
923,Antigua and Barbuda,2002,male,75+ years,0.0,1024.0
924,Antigua and Barbuda,2003,female,15-24 years,0.0,7454.0
925,Antigua and Barbuda,2003,female,25-34 years,0.0,7831.0
926,Antigua and Barbuda,2003,female,35-54 years,0.0,12129.0
927,Antigua and Barbuda,2003,female,5-14 years,0.0,8423.0
928,Antigua and Barbuda,2003,female,55-74 years,0.0,4054.0
929,Antigua and Barbuda,2003,female,75+ years,0.0,1583.0
930,Antigua and Barbuda,2003,male,15-24 years,0.0,6730.0
931,Antigua and Barbuda,2003,male,25-34 years,0.0,6734.0
932,Antigua and Barbuda,2003,male,35-54 years,0.0,10997.0
933,Antigua and Barbuda,2003,male,5-14 years,0.0,8061.0
934,Antigua and Barbuda,2003,male,55-74 years,1.0,3594.0
935,Antigua and Barbuda,2003,male,75+ years,0.0,1068.0
936,Antigua and Barbuda,2004,female,15-24 years,0.0,7648.0
937,Antigua and Barbuda,2004,female,25-34 years,0.0,7531.0
938,Antigua and Barbuda,2004,female,35-54 years,0.0,12492.0
939,Antigua and Barbuda,2004,female,5-14 years,0.0,8488.0
940,Antigua and Barbuda,2004,female,55-74 years,0.0,4088.0
